time,value
1573689601,2197198.422000
1573693201,2180202.707000
1573696801,2187230.297000
1573700401,2194593.693000
1573704001,2197233.064000
1573707601,2185359.220000
1573711201,2192250.389000
1573714801,2179451.923000
1573718401,2208605.052000
1573722001,2212728.267000
1573725601,2177971.133000
1573729202,2195941.233000
1573732801,2199495.514000
1573736401,2197767.912000
1573740001,2202210.419000
1573743601,2190257.606000
1573747201,2191854.766000
1573750801,2211292.380000
1573754401,2197637.608000
1573758001,2186265.516000
1573761601,2188188.121000
1573765201,2197789.744000
1573768801,2189538.079000
1573772401,2201598.197000
1573776001,2191995.356000
1573779601,2203157.211000
1573783201,2188814.561000
1573786801,2209587.835000
1573790401,2190092.207000
1573794001,2180205.586000
1573797601,2213294.881000
1573801201,2181802.310000
1573804801,2197960.359000
1573808401,2204897.376000
1573812001,2202022.876000
1573815601,2188911.225000
1573819201,2201470.825000
1573822801,2188143.277000
1573826401,2191364.633000
1573830001,2188345.422000
1573833601,2198063.912000
1573837201,2189844.602000
1573840801,2196753.115000
1573844401,2196554.360000
1573848001,2206156.453000
1573851601,2187286.026000
1573855201,2199707.653000
1573858801,2186415.859000
